Date,Open,High,Low,Close,Adj_Close,Volume
2000-12-27,0.8,0.871875,0.778125,0.84375,0.84375,131976000
1997-05-23,0.070313,0.076042,0.066667,0.075,0.075,318744000
1999-05-26,2.829688,3.046875,2.6125,3.023438,3.023438,423172000
1999-06-17,2.790625,2.978125,2.740625,2.823438,2.823438,380828000
2023-07-31,133.199997,133.869995,132.380005,133.679993,133.679993,41901500
2016-12-16,38.25,38.2565,37.700001,37.8885,37.8885,96964000
2022-09-15,127.379997,130.369995,125.5,126.279999,126.279999,52887200
2008-05-14,3.746,3.7875,3.699,3.71,3.71,91784000
2010-08-02,5.9575,6.019,5.8785,6.0035,6.0035,108874000
2009-04-08,3.7965,3.8555,3.7285,3.849,3.849,113060000
2014-04-21,16.1985,16.557501,16.115499,16.543501,16.543501,59988000
2003-03-17,1.2235,1.342,1.22,1.3275,1.3275,302498000
2007-01-08,1.911,1.9155,1.8585,1.875,1.875,135660000
2014-05-05,15.3185,15.5115,15.25,15.5025,15.5025,50398000
2004-05-17,2.112,2.1295,2.085,2.104,2.104,132514000
2021-07-14,185.442505,185.882996,183.041504,184.084,184.084,65932000
2009-11-16,6.606,6.728,6.549,6.5795,6.5795,180366000
2012-07-13,10.7815,10.9655,10.694,10.9195,10.9195,44438000
2019-05-08,95.943497,96.768501,95.5,95.888496,95.888496,81572000
2012-02-07,9.1325,9.247,9.103,9.2095,9.2095,102078000
2021-07-27,184.925003,184.925003,179.307495,181.319504,181.319504,82638000
2019-09-26,88.139503,88.168503,86.574997,86.991997,86.991997,70736000
2010-01-04,6.8125,6.8305,6.657,6.695,6.695,151998000
1999-06-30,2.9125,3.23125,2.875,3.128125,3.128125,338124000
2012-12-21,12.891,12.919,12.787,12.846,12.846,94092000
2017-03-09,42.549999,42.82,42.515499,42.650002,42.650002,40964000
2024-01-04,145.589996,147.380005,144.050003,144.570007,144.570007,56039800
2019-06-21,95.805,96.297501,95.378998,95.565002,95.565002,78672000
2011-07-28,11.1635,11.2975,11.0115,11.195,11.195,107098000
2006-12-29,2.003,2.0125,1.9675,1.973,1.973,83940000
2006-07-27,1.3225,1.34,1.3105,1.328,1.328,527876000
2020-10-22,159.4935,159.9375,156.097,158.820007,158.820007,84240000
2018-05-17,79.028,79.702003,78.650002,79.087997,79.087997,42952000
2015-10-21,28.193501,28.262501,27.625999,27.7885,27.7885,66872000
2010-09-08,6.8965,6.985,6.8225,6.957,6.957,116570000
1997-11-05,0.248958,0.25599,0.24375,0.24375,0.24375,61872000
1998-04-17,0.399219,0.405208,0.39375,0.395313,0.395313,140712000
2011-10-05,10.6265,11.0085,10.424,10.975,10.975,130164000
2007-03-14,1.888,1.911,1.863,1.904,1.904,171822000
2020-12-07,157.824005,159.037994,157.084503,157.899994,157.899994,55026000
2017-05-19,48.141998,48.445999,47.986,47.992001,47.992001,79442000
2015-08-20,26.519501,26.6625,25.7885,25.789,25.789,88160000
2004-12-06,1.9865,1.999,1.9575,1.9745,1.9745,121760000
2015-04-08,18.733,19.079,18.7325,19.059999,19.059999,52728000
2016-01-21,28.679001,29.4405,28.410999,28.750999,28.750999,99044000
2015-03-31,18.662001,18.885,18.5755,18.605,18.605,50122000
2019-10-07,86.581497,87.391502,86.184998,86.633003,86.633003,43094000
2011-03-22,8.2035,8.222,8.1125,8.13,8.13,72228000
2004-04-02,2.3,2.3125,2.2625,2.3045,2.3045,162962000
2001-11-14,0.3815,0.4745,0.38,0.4745,0.4745,590596000
2002-12-12,1.1235,1.131,1.0905,1.115,1.115,119550000
2020-06-23,136.300995,139.155502,135.901993,138.220505,138.220505,84634000
2021-02-19,166.411499,166.675003,162.287506,162.494995,162.494995,86104000
2005-03-08,1.8155,1.8215,1.7875,1.7915,1.7915,95858000
2016-10-06,42.185001,42.3605,42.029999,42.083,42.083,53680000
2012-07-03,11.457,11.4765,11.3795,11.4765,11.4765,26634000
1997-11-18,0.21875,0.223958,0.217188,0.220833,0.220833,37320000
2016-08-04,37.685001,38.25,37.517502,38.038502,38.038502,63564000
1997-08-12,0.114063,0.115104,0.109896,0.109896,0.109896,11424000
2002-11-18,1.1325,1.187,1.1075,1.121,1.121,506670000
2023-04-12,100.400002,100.510002,97.709999,97.830002,97.830002,56735000
2001-12-26,0.5485,0.564,0.5435,0.555,0.555,363970000
2006-02-23,1.931,1.9375,1.8935,1.895,1.895,185750000
2015-11-06,32.75,33.112999,32.599998,32.968498,32.968498,81844000
2011-05-02,9.8285,10.171,9.809,10.0595,10.0595,187962000
2005-07-01,1.662,1.6635,1.6395,1.6455,1.6455,58654000
2012-05-08,11.1575,11.2695,10.91,11.195,11.195,90448000
2012-10-10,12.6,12.623,12.2005,12.2495,12.2495,78966000
2023-07-19,133.389999,135.990005,132.529999,135.360001,135.360001,54531000
2009-10-29,6.195,6.215,6.006,6.129,6.129,256436000
2018-01-08,61.799999,62.653999,61.601501,62.343498,62.343498,85590000
2021-04-05,158.649994,161.798004,158.061996,161.336502,161.336502,66698000
2010-03-23,6.5445,6.547,6.4035,6.463,6.463,84262000
2021-06-28,170.800003,172.399994,170.675507,172.194504,172.194504,44856000
2016-07-08,37.007,37.305,36.900002,37.290501,37.290501,68584000
2008-12-30,2.4755,2.5605,2.437,2.538,2.538,132026000
2018-01-10,62.2575,62.716499,61.8615,62.716499,62.716499,53720000
2008-10-06,3.203,3.2945,3.0235,3.2615,3.2615,267710000
2016-10-27,41.562,41.585999,40.7715,40.917999,40.917999,148128000
2011-02-08,8.833,9.1555,8.8295,9.153,9.153,155898000
2015-12-15,33.251499,33.575001,32.8675,32.931999,32.931999,95068000
2006-06-01,1.7315,1.7725,1.715,1.7535,1.7535,118640000
2003-04-23,1.32,1.3275,1.268,1.2715,1.2715,177002000
2022-06-23,110.389999,113.0,107.93,112.440002,112.440002,64345300
2002-09-30,0.832,0.8425,0.7925,0.7965,0.7965,184798000
1999-01-26,2.815625,3.03125,2.765625,2.877344,2.877344,490696000
1999-01-13,3.125,4.0875,3.125,3.7,3.7,597528000
2006-10-18,1.6285,1.639,1.6,1.6155,1.6155,106986000
2002-07-29,0.6625,0.723,0.6615,0.7165,0.7165,140990000
2022-01-26,144.75,145.184998,137.318497,138.872498,138.872498,95602000
2015-10-29,30.885,31.377001,30.769501,31.327499,31.327499,77920000
2002-01-25,0.678,0.7695,0.6695,0.722,0.722,605530000
2016-02-12,25.535,25.8375,25.074499,25.354,25.354,107696000
2000-03-15,3.2375,3.25625,3.1,3.1875,3.1875,121654000
2023-01-06,83.029999,86.400002,81.43,86.080002,86.080002,83303400
2003-05-20,1.578,1.6065,1.5585,1.574,1.574,161324000
2001-03-02,0.501563,0.53125,0.5,0.5,0.5,150912000
2003-11-04,2.835,2.8745,2.803,2.843,2.843,140190000
2011-07-21,10.837,10.8545,10.5535,10.6605,10.6605,90906000
2014-08-22,16.6495,16.704,16.540001,16.5795,16.5795,44224000
2002-06-24,0.8715,0.889,0.847,0.8755,0.8755,119136000
1997-08-07,0.1125,0.113021,0.10625,0.108854,0.108854,40680000
2015-08-07,26.458,26.473,25.9105,26.131001,26.131001,79384000
2016-01-11,30.624001,30.9925,29.928499,30.886999,30.886999,97832000
2009-02-13,3.1985,3.234,3.1435,3.163,3.163,82618000
2006-01-10,2.3205,2.3375,2.268,2.2825,2.2825,193722000
2021-02-01,162.117996,167.513,161.751495,167.143997,167.143997,83204000
2010-12-15,8.686,8.95,8.6795,8.7785,8.7785,116210000
2007-12-24,4.5525,4.578,4.515,4.5505,4.5505,40342000
2004-12-17,2.008,2.011,1.9935,2.0005,2.0005,109720000
2000-08-04,1.596875,1.709375,1.575,1.625,1.625,97422000
2009-11-23,6.5525,6.65,6.55,6.65,6.65,137562000
1999-10-13,4.125,4.25,3.978125,3.996875,3.996875,231236000
2009-12-01,6.847,6.9675,6.7875,6.925,6.925,193152000
1999-01-29,3.040625,3.040625,2.875,2.923438,2.923438,327920000
2001-11-27,0.6025,0.6125,0.561,0.574,0.574,686176000
1999-10-19,3.88125,3.9125,3.78125,3.83125,3.83125,155600000
2003-03-27,1.3795,1.402,1.3725,1.3885,1.3885,212842000
2021-12-08,176.150497,177.179993,174.750504,176.158005,176.158005,45254000
2022-03-22,161.805496,166.167007,161.699005,164.889008,164.889008,64086000
1998-01-16,0.247917,0.248958,0.238542,0.239583,0.239583,51264000
2013-01-28,14.189,14.224,13.72,13.802,13.802,86428000
2024-01-03,149.199997,151.050003,148.330002,148.470001,148.470001,49425500
2006-01-18,2.1595,2.2295,2.155,2.216,2.216,174866000
2005-10-03,2.2665,2.3295,2.258,2.3005,2.3005,116584000
2013-12-04,19.174999,19.484501,19.074499,19.298,19.298,47106000
2012-07-16,10.83,10.9155,10.723,10.8005,10.8005,40084000
1998-03-12,0.328125,0.338021,0.321354,0.327083,0.327083,195984000
2010-03-25,6.457,6.8455,6.402,6.7365,6.7365,324192000
2020-03-19,93.0,97.25,91.6325,94.046501,94.046501,207998000
2020-06-12,130.060501,131.074005,125.167503,127.250999,127.250999,108722000
2013-10-25,17.93,18.42,17.631001,18.1695,18.1695,240736000
2005-07-29,2.2655,2.2875,2.2305,2.2575,2.2575,209836000
2013-03-11,13.6715,13.6995,13.52,13.562,13.562,38098000
2013-01-03,12.8635,13.044,12.8185,12.924,12.924,55018000
2008-04-10,3.724,3.7745,3.6365,3.7415,3.7415,125110000
2006-11-15,2.075,2.155,2.075,2.13,2.13,271134000
2007-06-21,3.458,3.4885,3.433,3.4835,3.4835,152194000
2013-09-11,14.9455,15.093,14.892,14.982,14.982,34852000
2011-10-04,10.481,10.75,10.0215,10.625,10.625,174232000
2009-02-24,3.0985,3.305,3.0945,3.28,3.28,205428000
2019-08-06,89.611504,89.688499,87.669998,89.391502,89.391502,101406000
2012-06-20,11.2255,11.237,11.042,11.151,11.151,48888000
2011-04-11,9.243,9.3245,9.0925,9.202,9.202,65942000
2022-02-28,152.425003,154.449997,150.850006,153.563004,153.563004,57684000
2012-02-23,8.982,9.0375,8.848,8.9445,8.9445,103076000
2016-03-08,27.893499,28.567499,27.737,28.013,28.013,94600000
1999-12-03,4.625,4.66875,4.303125,4.328125,4.328125,223024000
2011-03-15,8.0695,8.344,8.038,8.254,8.254,98690000
1998-03-19,0.355729,0.364583,0.348958,0.35,0.35,242304000
2018-12-28,73.667503,75.6735,72.449997,73.901001,73.901001,176580000
2009-08-07,4.205,4.298,4.205,4.266,4.266,112560000
2008-06-19,4.1105,4.2235,4.075,4.213,4.213,134346000
2007-05-14,3.084,3.087,3.03,3.085,3.085,155208000
2013-12-30,19.970501,19.996,19.622499,19.668501,19.668501,49742000
2007-01-30,1.8645,1.871,1.8315,1.8525,1.8525,96270000
2008-01-16,3.979,4.118,3.922,4.0175,4.0175,248140000
2009-01-30,2.868,2.987,2.862,2.941,2.941,795662000
1997-07-07,0.091667,0.101042,0.091667,0.1,0.1,161064000
1998-12-28,2.758333,3.015625,2.708333,2.932813,2.932813,597972000
2023-01-05,85.330002,85.419998,83.07,83.120003,83.120003,67930800
2008-10-17,2.4415,3.1165,2.4205,2.5325,2.5325,258928000
2020-10-05,157.292007,160.126495,157.042496,159.960007,159.960007,75506000
2022-04-28,142.177994,145.9375,140.300003,144.596497,144.596497,117316000
2004-10-22,1.811,1.84,1.65,1.73,1.73,670886000
1998-06-16,0.55625,0.614583,0.554167,0.613542,0.613542,783348000
2017-08-16,49.0825,49.323002,48.660999,48.909,48.909,62642000
2018-02-12,68.233498,69.690498,67.2005,69.311501,69.311501,134778000
1997-10-16,0.198958,0.198958,0.180208,0.18125,0.18125,69624000
2016-09-13,38.438499,38.494499,37.952499,38.050499,38.050499,62344000
2007-07-05,3.468,3.4825,3.403,3.4365,3.4365,89758000
2014-12-23,15.349,15.3745,15.1625,15.3145,15.3145,54274000
2001-09-04,0.4475,0.4595,0.426,0.4295,0.4295,97154000
2002-10-14,0.909,0.9615,0.9085,0.96,0.96,197448000
2009-11-06,6.15,6.349,6.1335,6.31,6.31,264520000
2016-04-18,31.2675,31.882,31.247999,31.7675,31.7675,87218000
2012-12-12,12.5535,12.718,12.503,12.588,12.588,52562000
2021-10-20,172.632996,173.143005,170.018494,170.753006,170.753006,42796000
2011-04-05,9.105,9.318,9.09,9.2645,9.2645,111384000
2011-08-17,9.9265,9.98,9.687,9.7965,9.7965,79822000
2006-04-21,1.831,1.839,1.786,1.8015,1.8015,88470000
2013-04-15,13.554,13.756,13.355,13.386,13.386,66520000
2013-03-20,12.9025,12.988,12.7275,12.864,12.864,54778000
2011-11-11,10.626,10.894,10.5155,10.8695,10.8695,103262000
2007-05-22,3.424,3.4535,3.3605,3.444,3.444,344226000
2021-11-22,183.819,185.673004,178.375,178.628494,178.628494,96844000
2004-02-02,2.5325,2.5325,2.3975,2.4135,2.4135,231778000
2003-12-18,2.3805,2.4445,2.3725,2.4375,2.4375,215014000
2001-03-07,0.596875,0.628125,0.571875,0.6125,0.6125,212882000
2016-11-17,37.466,37.875,37.400002,37.82,37.82,73802000
2015-08-18,26.752001,26.974501,26.65,26.750999,26.750999,41426000
2015-08-04,26.484501,26.8475,26.458,26.594999,26.594999,58692000
2021-04-21,165.800003,168.143005,165.190506,168.100998,168.100998,44224000
2023-08-16,137.190002,137.270004,135.009995,135.070007,135.070007,41675900
2018-07-12,88.225502,89.900002,88.109001,89.831001,89.831001,90654000
2012-12-14,12.5055,12.595,12.3895,12.4595,12.4595,50538000
1998-12-04,1.629167,1.641667,1.520833,1.570833,1.570833,445152000
2005-12-28,2.4245,2.4275,2.395,2.403,2.403,90636000
2018-03-07,76.325996,77.294998,76.125504,77.25,77.25,83482000
2007-06-04,3.4125,3.5325,3.3825,3.521,3.521,227610000
2017-01-23,40.34,40.924999,40.254002,40.894001,40.894001,55950000
2022-10-19,114.709999,116.589996,113.220001,115.07,115.07,47198100
2016-06-30,35.860001,35.968498,35.626999,35.780998,35.780998,57102000
2014-09-08,17.226999,17.290501,16.952,17.117001,17.117001,59106000
2011-07-15,10.654,10.7265,10.4645,10.6435,10.6435,81452000
2000-02-14,3.784375,3.7875,3.678125,3.721875,3.721875,103394000
2000-04-05,3.0875,3.246875,3.025,3.109375,3.109375,98000000
2010-12-28,9.105,9.1385,9.0525,9.0545,9.0545,39500000
2004-09-29,1.9725,2.046,1.968,2.042,2.042,198376000
2023-11-07,140.550003,143.369995,140.5,142.710007,142.710007,53553500
2008-04-17,3.709,3.751,3.6805,3.702,3.702,124400000
2006-11-08,1.929,1.974,1.923,1.9735,1.9735,163198000
2015-11-20,33.396999,33.443501,32.878502,33.422501,33.422501,77922000
2019-08-27,88.786499,88.970001,87.334,88.091499,88.091499,60394000
2012-02-14,9.554,9.6785,9.305,9.565,9.565,190542000
2018-05-04,78.122498,79.245003,78.109497,79.047501,79.047501,68872000
2010-07-26,5.913,5.93,5.744,5.92,5.92,222756000
2012-05-18,10.9705,10.9815,10.6405,10.6925,10.6925,104634000
2008-08-27,4.072,4.137,4.05,4.0865,4.0865,112546000
2001-01-17,0.94375,0.978125,0.8875,0.91875,0.91875,183320000
1999-07-20,3.228125,3.234375,3.001563,3.003125,3.003125,344436000
1998-08-21,1.060417,1.085677,1.027083,1.080729,1.080729,302724000
2014-12-15,15.4435,15.543,15.1075,15.3035,15.3035,76832000
2000-12-12,1.225,1.375,1.215625,1.29375,1.29375,146136000
1997-11-24,0.21875,0.220833,0.211458,0.211458,0.211458,40392000
2007-08-08,3.9885,3.994,3.828,3.889,3.889,164896000
2021-01-11,157.400497,157.819,155.5,155.710495,155.710495,73668000
2005-04-29,1.643,1.6445,1.576,1.618,1.618,210470000
2019-05-16,94.296997,95.875504,94.114502,95.378502,95.378502,94156000
2009-07-02,4.0555,4.0685,3.9255,3.966,3.966,144372000
2021-07-08,182.177994,187.999496,181.056,186.570496,186.570496,103612000
2024-01-29,159.339996,161.289993,158.899994,161.259995,161.259995,45270400
1998-03-17,0.332292,0.334375,0.324479,0.332813,0.332813,62016000
2007-04-17,2.264,2.266,2.2375,2.2535,2.2535,147978000
2003-05-16,1.6255,1.658,1.619,1.6525,1.6525,152882000
2010-10-28,8.4155,8.4245,8.2525,8.342,8.342,93688000
2017-09-01,49.209999,49.224998,48.844002,48.912498,48.912498,50718000
2011-09-12,10.4375,10.833,10.4325,10.828,10.828,106842000
2023-12-08,145.479996,147.839996,145.399994,147.419998,147.419998,41858000
2014-11-14,15.856,16.643999,15.82,16.391001,16.391001,177556000
2013-08-01,15.154,15.3105,14.945,15.2785,15.2785,59434000
2001-09-24,0.385,0.3915,0.367,0.373,0.373,102054000
2017-02-08,40.634499,41.074001,40.625,40.9855,40.9855,57160000
2002-04-22,0.729,0.7425,0.7075,0.7155,0.7155,105806000
2005-05-20,1.7725,1.78,1.748,1.775,1.775,100856000
1998-08-28,0.997917,1.007292,0.860417,0.882422,0.882422,780720000
2009-06-29,4.1935,4.21,4.1205,4.1515,4.1515,125406000
2003-08-25,2.2425,2.308,2.2265,2.2925,2.2925,142070000
1998-05-22,0.368229,0.369271,0.35625,0.358333,0.358333,117240000
2001-01-09,0.728125,0.83125,0.728125,0.81875,0.81875,469104000
2005-06-21,1.78,1.7905,1.764,1.769,1.769,89142000
2003-08-07,1.95,1.967,1.9295,1.9505,1.9505,127910000
2010-10-19,8.034,8.14,7.85,7.9335,7.9335,150500000
2002-09-09,0.756,0.8325,0.753,0.8255,0.8255,176450000
2001-02-22,0.6,0.60625,0.56875,0.596875,0.596875,164984000
2004-05-19,2.119,2.1635,2.0735,2.0845,2.0845,147588000
2022-06-30,108.110001,108.18,102.519997,106.209999,106.209999,97679400
2012-09-11,12.88,12.88,12.713,12.7835,12.7835,50496000
2017-01-06,39.118,39.972,38.924,39.7995,39.7995,119724000
2005-07-20,1.8745,1.9125,1.865,1.9085,1.9085,127368000
2000-05-23,2.525,2.59375,2.325,2.334375,2.334375,116744000
2017-04-05,45.541,46.186001,45.280998,45.464001,45.464001,150168000
2015-04-10,19.2155,19.356001,19.066,19.1325,19.1325,51470000
2015-04-29,21.3375,21.712,21.3015,21.4685,21.4685,72434000
2021-08-31,171.240005,173.628998,169.779495,173.539505,173.539505,87128000
2010-06-25,5.907,6.088,5.8815,6.05,6.05,115394000
2014-12-01,16.906,17.032,16.296499,16.299999,16.299999,98898000
2022-05-11,108.1035,110.155998,104.428497,105.372002,105.372002,109704000
2016-09-07,39.476501,39.539501,39.216499,39.223999,39.223999,48492000
2019-07-11,101.280998,101.790001,99.764999,100.053497,100.053497,86356000
1998-02-02,0.247396,0.260417,0.246875,0.259896,0.259896,138264000
2009-12-14,6.625,6.6305,6.4675,6.569,6.569,200458000
2016-08-15,38.595001,38.602001,38.385502,38.4245,38.4245,42370000
2008-06-12,3.901,3.9525,3.7505,3.8075,3.8075,124088000
2020-10-02,157.681503,159.789993,156.149994,156.25,156.25,112262000
2001-01-22,0.975,0.996875,0.925,0.925,0.925,87972000
2015-05-13,21.499001,21.6765,21.290001,21.3435,21.3435,39926000
2024-02-02,169.190002,172.5,167.330002,171.809998,171.809998,117154900
2006-04-12,1.7955,1.822,1.7955,1.8065,1.8065,57116000
2019-12-30,93.699997,94.199997,92.030998,92.344498,92.344498,73494000
2019-08-30,89.874496,89.987,88.2285,88.814499,88.814499,61174000
1998-09-30,0.929167,0.9625,0.906771,0.930208,0.930208,588612000
2014-10-31,15.2575,15.286,15.075,15.273,15.273,91014000
2017-03-16,42.764999,42.775002,42.525501,42.671001,42.671001,36846000
2010-11-02,8.1875,8.297,8.168,8.2305,8.2305,85200000
1999-05-21,3.26875,3.3,3.14375,3.214063,3.214063,160112000
2002-11-11,0.97,0.9775,0.94,0.95,0.95,114992000
2005-08-03,2.3005,2.309,2.292,2.3055,2.3055,96650000
2012-04-12,9.403,9.613,9.2805,9.5345,9.5345,80558000
2009-02-17,3.0835,3.1325,3.059,3.0835,3.0835,142522000
2020-02-13,107.249496,108.514,107.099998,107.4935,107.4935,60636000
2008-10-30,2.938,2.9945,2.754,2.8355,2.8355,222514000
2022-11-11,97.879997,101.190002,96.660004,100.790001,100.790001,111590500
2023-11-02,138.729996,138.809998,136.470001,138.070007,138.070007,52236700
2001-05-08,0.814,0.8245,0.78,0.809,0.809,143830000
2005-05-19,1.7685,1.7955,1.7665,1.7795,1.7795,106870000
2006-01-05,2.358,2.41,2.3555,2.3825,2.3825,108344000
2008-01-09,4.378,4.39,4.012,4.261,4.261,328218000
2012-02-24,8.985,9.037,8.9185,8.9565,8.9565,73374000
2003-02-25,1.075,1.1,1.07,1.094,1.094,112480000
2016-01-22,29.436501,30.004999,29.2055,29.819,29.819,102402000
2001-05-15,0.6675,0.715,0.657,0.677,0.677,122624000
2001-12-19,0.5365,0.5575,0.5255,0.5355,0.5355,140074000
2010-12-29,9.09,9.2175,9.0205,9.1685,9.1685,62402000
2007-11-16,3.8505,3.9495,3.8315,3.93,3.93,142282000
2004-04-05,2.2835,2.3545,2.2795,2.348,2.348,118782000
2023-10-30,129.720001,133.0,128.559998,132.710007,132.710007,72485500
2008-02-26,3.5955,3.675,3.514,3.5845,3.5845,197826000
2007-02-26,2.043,2.06,2.02,2.044,2.044,80704000
2006-01-31,2.238,2.2605,2.2125,2.241,2.241,81120000
2019-02-07,81.25,81.277,79.6455,80.718498,80.718498,92532000
2022-12-07,88.339996,89.889999,87.480003,88.459999,88.459999,68086900
2019-06-05,87.480003,87.599998,85.762497,86.925003,86.925003,84796000
2007-06-14,3.545,3.606,3.54,3.597,3.597,164906000
2020-12-16,158.800507,162.350006,158.184006,162.048004,162.048004,88552000
2010-09-20,7.435,7.5975,7.3675,7.565,7.565,128988000
2022-08-18,141.320007,142.770004,140.380005,142.300003,142.300003,37458700
2015-09-24,26.5275,26.728001,26.143499,26.6875,26.6875,70020000
2022-02-24,139.837494,151.748993,139.5,151.358002,151.358002,100786000
2005-06-27,1.7455,1.7525,1.7085,1.725,1.725,91126000
2014-05-09,14.5285,14.684,14.219,14.612,14.612,81260000
2021-03-11,155.2005,156.589005,154.1465,155.679504,155.679504,55528000
2017-12-12,58.3255,58.68,58.080502,58.254002,58.254002,44718000
2003-08-26,2.2825,2.307,2.2555,2.2965,2.2965,130848000
2018-10-18,91.074501,91.5075,88.393501,88.536003,88.536003,117480000
2010-01-08,6.528,6.684,6.4515,6.676,6.676,196610000
2011-10-13,11.85,11.984,11.7615,11.8075,11.8075,96670000
1999-06-01,2.7875,2.8375,2.624609,2.645313,2.645313,401528000
2003-11-20,2.455,2.523,2.417,2.4425,2.4425,246752000
2000-12-13,1.328125,1.33125,1.175,1.1875,1.1875,125636000
2005-03-16,1.694,1.722,1.68,1.6935,1.6935,107400000
1998-03-11,0.341667,0.34375,0.326042,0.331771,0.331771,246984000
2021-08-24,164.0,165.774506,163.729004,165.289001,165.289001,51036000
1998-09-28,0.969792,1.0,0.932292,0.963542,0.963542,772092000
2013-12-13,19.266001,19.471001,19.190001,19.212,19.212,60500000
1999-04-15,4.146875,4.2625,3.775,4.18125,4.18125,329968000
2005-02-25,1.736,1.7615,1.724,1.7495,1.7495,117646000
2012-05-17,11.2525,11.3,10.9045,10.918,10.918,90110000
2016-02-08,24.3235,24.674999,23.7605,24.405001,24.405001,196510000
1999-04-06,4.6125,4.89375,4.4875,4.571875,4.571875,290636000
2010-09-07,6.878,6.93,6.8445,6.861,6.861,77660000
2012-04-27,11.2415,11.4345,11.011,11.3425,11.3425,442338000
2011-12-22,8.7545,8.9835,8.7105,8.9515,8.9515,93898000
2009-10-07,4.575,4.724,4.5575,4.6985,4.6985,148902000
2019-09-09,92.050003,92.5,91.230499,91.567497,91.567497,59990000
2006-09-22,1.511,1.5475,1.495,1.542,1.542,144980000
2015-09-15,26.1625,26.396,25.860001,26.1185,26.1185,57318000
2016-06-23,35.775002,36.105999,35.625,36.104,36.104,56500000
2012-06-14,10.763,10.825,10.628,10.7225,10.7225,61218000
2013-05-07,12.8155,12.987,12.6455,12.8865,12.8865,62674000
2005-05-06,1.712,1.7345,1.707,1.726,1.726,134270000
2009-01-29,2.498,2.5925,2.457,2.5,2.5,359336000
2018-04-16,72.25,72.349998,71.374001,72.074997,72.074997,56172000
2004-09-17,2.1425,2.163,2.1195,2.148,2.148,157684000
2002-11-08,0.952,0.983,0.9405,0.9755,0.9755,140642000
2014-12-12,15.1995,15.532,15.1505,15.366,15.366,63070000
2007-09-26,4.702,4.713,4.6145,4.6715,4.6715,115406000
2023-05-08,105.040001,106.099998,104.699997,105.830002,105.830002,49430900
2008-12-29,2.5715,2.5885,2.428,2.47,2.47,130158000
2018-03-28,72.349998,72.794998,69.308502,71.570999,71.570999,274106000
